Domanda,Testo,Stralcio,Repertorio
,,"Ma tanto per cominciare servono tamponi. Per me e per i miei  familiari. Per tutelare la salute loro e delle persone che hanno incontrato. I parenti, gli amici, i compagni. ",GENERALIZZAZIONE
,,Che fare? Non voglio pigliare scorciatoie. Voglio seguire il percorso di un cittadino qualsiasi. Allora chiamo la ASL. ,CAUSA
,,"Una, dieci, venti volte. Il centro covid non risponde. Il centralino allarga le braccia: “mi spiace, è un disastro”. Il numero verde della Regione non esiste più. C’è solo il 112. Intanto si resta appesi al saturimetro; l’aggeggio maledetto che deve dare un responso sul tuo destino, ma una volta segna 99 e una 80 e tu non sai sei guarito o stai per finire in terapia intensiva.",CONSIDERAZIONE
,,Consola pensare che in fondo siamo fortunati. ,VALUTAZIONE
,,"Si, ad ammalarci adesso ",CONFERMA
,," perché, come si sono organizzati, meglio stare male all’inizio della seconda ondata. ",VALUTAZIONE
,,"E non è certo colpa di chi lavora nelle corsie, di medici e infermieri. Anche per loro si preparano mesi terribili di pericolo e fatica. ",GENERALIZZAZIONE
,,Consola sapere che altre centinaia di persone in Liguria oggi sono nella nostra stessa situazione. Nella stessa solitudine. ,VALUTAZIONE
,,"Gente che non fa il calciatore e non può fare migliaia di tamponi ogni weekend. Gente che non si chiama Trump, Berlusconi o Briatore e sa di poter contare su scorte di remdesivir come Don Perignon. ",GENERALIZZAZIONE
,,Ma se io faccio un post magari qualcuno interviene. ,IMPLICAZIONE
,, In fondo conosco medici e pneumologi per i casi di emergenza. Ma tanti altri che sono davvero soli cosa possono fare? ,GENERALIZZAZIONE
,,È tanto diverso il covid visto da un letto  ,GIUDIZIO
,,se per dire che stai male devi usare Facebook. ,CAUSA
,"Ciao a tutti.  Racconto la mia storia. Mi sono ammalato Venerdì 28 febbraio con un leggerissimo mal di gola. Vado dal medico che conferma leggera infiammazione alla gola e mi prescrivere un antinfiammatorio. Passo il weekend a letto con leggerissima febbre. Niente di più. La domenica sera il mal di gola peggiore con placche. Il lunedì mia moglie mi fa prendere antibiotico che avevamo in casa, il medico non rispondeva, lo studio era subissato di telefonate. Dopo 3 gg di antibiotico, la febbre rimane tra 37.5 e 38.2. Nel frattempo incomincio ad avere difficoltà nel respirare, ma praticamente ero sempre molto stanco e dormivo quasi tutto il giorno. Il giovedì supplico mia moglie di chiamare i soccorsi e arriva ambulanza, nel frattempo prendevo anche medicinale per abbassare la febbre. L’infermiera dopo aver rilevato i parametri che in quel momento erano bassi mi chiede se sono sicuro di andare in ospedale. Rimasi perplesso. Partiamo e mentre siamo in ambulanza mi passano al telefono l’operatore della Regione Lombardia. Vengo quasi insultato perché per i dati trasmessi dall’ambulanza io non avevo sintomi da Covid. Mi riportano a casa dopo discussione con operatore, ero abbastanza alterato. Il giorno dopo chiamo il medico, mi visita e sente una leggera infiammazione al polmone. Prescrive antibiotico più potente e mi prescrive cortisone. Passo il weekend a casa e il lunedì mattina di colpo mi sveglio alle 6 mi sento scottare più del previsto, la febbre era a 39. Riusciamo a convincere il medico che mi prescrive una radiografia urgente. Esito leggera polmonite al polmone sx. era lunedì 9 marzo. A quel punto mia moglie molto preoccupata si incavola col medico e dice che se non mi prescrive una tac la facciamo privatamente. Lo convince e la sera mi manda al pronto soccorso, dove mi fanno un’eco appena arrivato e miconfermano polmonite ad entrambi i polmoni. Passo 6 ore in pronto soccorso senza poter mangiare nulla ne bere e a mezzanotte e mezza mi ricoverano in reparto. Alle 2 di notte, dopo aver fatto tampone (esito arriverà  2 gg dopo), la dottoressa conferma polmonite interstiziale bilaterale. Ho fatto 1 settimana in ospedale, sono stato molto fortunato perché mi ha preso solo il 25% dei polmoni. Eravamo in 4 in stanza, un signore di 66 anni purtroppo non ce l’ha fatta. Ho perso due amici concittadini 1 di 45 anni (se l’è portato via in meno di 1 settimana), mio caro amico, l’altro di 56 dopo quasi 1 mesi di ricovero. Se fossi stato a casa ancora una settimana penso che il mio esito sarebbe stato diverso. ","Ciao a tutti. Racconto la mia storia. Mi sono ammalato Venerdì 28 febbraio con un leggerissimo mal di gola. Vado dal medico che conferma leggera infiammazione alla gola e mi prescrivere un antinfiammatorio. Passo il weekend a letto con leggerissima febbre. Niente di più. La domenica sera il mal di gola peggiore con placche. Il lunedì mia moglie mi fa prendere antibiotico che avevamo in casa, il medico non rispondeva, lo studio era subissato di telefonate. Dopo 3 gg di antibiotico, la febbre rimane tra 37.5 e 38.2. nel frattempo incomincio ad avere difficoltà nel respirare, ma praticamente ero sempre molto stanco e dormivo quasi tutto il giorno. Il giovedì supplico mia moglie di chiamare i soccorsi e arriva ambulanza, nel frattempo prendevo anche medicinale per abbassare la febbre. L’infermiera dopo aver rilevato i parametri che in quel momento erano bassi mi chiede se sono sicuro di andare in ospedale. Rimasi perplesso. Partiamo e mentre siamo in ambulanza mi passano al telefono l’operatore della Regione Lombardia. Vengo quasi insultato perché per i dati trasmessi dall’ambulanza io non avevo sintomi da Covid.  Mi riportano a casa dopo discussione con operatore, ero abbastanza alterato. Il giorno dopo chiamo il medico, mi visita e sente una leggera infiammazione al polmone. Prescrive antibiotico più potente e mi prescrive cortisone. Passo il weekend a casa  e il lunedì mattina di colpo mi sveglio alle 6 mi sento scottare più del previsto, la febbre era a 39.Riusciamo a convincere il medico che mi prescrive una radiografia urgente. Esito leggera polmonite al polmone sx. era lunedì 9 marzo. A quel punto mia moglie molto preoccupata si incavola col medico e dice che se non mi prescrive una tac la facciamo privatamente. Lo convince e la sera mi mando al pronto soccorso, dove mi fanno un’eco appena arrivato e mi confermano polmonite ad entrambi i polmoni. Passo 6 ore in pronto soccorso senza poter mangiare nulla ne bere e a mezzanotte e mezza mi ricoverano in reparto. Alle 2 di notte, dopo  aver fatto tampone (esito arriverà  2 gg dopo), la dottoressa conferma polmonite interstiziale bilaterale. Ho fatto 1 settimana in ospedale, sono stato molto fortunato perché mi ha preso solo il 25% dei polmoni. ",DESCRIZIONE
,,"Eravamo in 4 in stanza, un signore di 66 anni purtroppo non ce l’ha fatta.",SANCIRE
,,"Ho perso due amici concittadini 1 di 45 anni (se l’è portato via in meno di 1 settimana), mio caro amico, l’altro di 56 dopo quasi 1 mesi di ricovero. ",GENERALIZZAZIONE
,,Se fossi stato a casa ancora una settimana penso che il mio esito sarebbe stato diverso. ,VALUTAZIONE
,"Buonasera. Purtroppo nuovo membro, mia mamma insegnante ha preso il covid a scuola e di conseguenza lo ha attaccato a me e a mio padre. Mio padre asintomatico, io sintomi lievi, mia madre sintomi più forti ora sono più di dieci giorni che è a letto ha molta tosse, la febbre è passata ha dolori ossei, e stanchezza cronica. Unica indicazione controllare temperatura e ossigeno del sangue se peggiora chiamare 118… vivo con l’ansia… spero che se ne esca ora vedo tutto nero soprattutto l’abbandono da parte delle ASL e la sparizione dei medici di base. Mi sento sola e ho paura del futuro e delle conseguenze di questo virus. Vi abbraccio virtualmente e spero di uscirne, se qualcuno di Roma soprattutto vuole contattarmi per condividere insieme sono felice.","Buonasera. Purtroppo nuovo membro, ",GIUDIZIO
,," mia mamma insegnante ha preso il covid a scuola  e di conseguenza lo ha attaccato a me e a mio padre. Mio padre asintomatico, io sintomi lievi, mia madre sintomi più forti ora sono più di dieci giorni che è a letto ha molta tosse, la febbre è passata ha dolori ossei, e stanchezza cronica. Unica indicazione controllare temperatura e ossigeno del sangue se peggiora chiamare 118",DESCRIZIONE
,,… vivo con l’ansia…,SANCIRE
,,spero che se ne esca ,POSSIBILITA
,,ora vedo tutto nero  soprattutto l’abbandono da parte delle ASL e la sparizione dei medici di base … ,GIUDIZIO
,,mi sento sola e ho paura del futuro e delle conseguenze di questo virus. ,SANCIRE
,,Vi abbraccio virtualmente e spero di uscirne ,GENERALIZZAZIONE
,,se qualcuno di Roma soprattutto vuole contattarmi per condividere insieme sono felice,IMPLICAZIONE
,"Ciao a tutti, grazie per avermi accettato. Ho avuto il covid e sono stato ricoverato in ospedale dal 24/3 al 6/4. Scrivo questo post per dare il mio supporto morale a tutti coloro che hanno vissuto e vivono ancora l’incubo del post. Prima del ricovero ho avuto febbre e dolori ossei in crescendo per una decina di giorni. Al 118 ho dovuto mentire perché respiravo e ossigenavo bene…eppure avevo la tanto temuta polmonite. Una volta uscito, in isolamento, è cominciato l’incubo: debolezza, fiato corto e pesante, dolori petto e retro sterno. Solo…maledettamente solo (asl, reparto ospedaliero, medico di base…). Avevo (per fortuna) la mia famiglia e amici ai quali sembravo psicopatico. Fortuna e parecchio tempo: questi due elementi sono fondamentali per uscirne. Ora sto bene. Non tornerò più quello di prima perché ‘la botta’ è stata tosta e l’età non permette recuperi lampo. Lavoro, mi alleno regolarmente, ho riacquistato peso… tutto questo per dirvi di non mollare, tenete duro… passate sopra a qualsiasi situazione e non reagite alle provocazioni dei negazionisti o agli ignoranti che ti trattano come appestato. Sono contento di stare insieme a voi e sono a disposizione per qualsiasi eventuale richiesta. Paolo.","Ciao a tutti, grazie per avermi accettato. ",COMMENTO
,,Ho avuto il covid e sono stato ricoverato in ospedale dal 24/3 al 6/4. ,SANCIRE
,,Scrivo questo post per dare il mio supporto morale a tutti coloro che hanno vissuto e vivono ancora l’incubo del post. ,CAUSA
,,"Prima del ricovero ho avuto febbre e dolori ossei in crescendo per una decina di giorni. Al 118 ho dovuto mentire perché respiravo e ossigenavo bene… eppure avevo la tanto temuta polmonite.  Una volta uscito, in isolamento, è cominciato l’incubo: debolezza, fiato corto e pesante, dolori petto e retro sterno. ",DESCRIZIONE
,,"Solo…maledettamente solo (asl, reparto ospedaliero, medico di base…). Avevo (per fortuna) la mia famiglia e amici ai quali sembravo psicopatico. ",GIUDIZIO
,,Fortuna e parecchio tempo: questi due elementi sono fondamentali per uscirne.,VALUTAZIONE
,,Ora sto bene. ,GIUDIZIO
,,Non tornerò più quello di prima perché ‘la botta’ è stata tosta e l’età non permette recuperi lampo.,GIUSTIFICAZIONE
,,"Lavoro, mi alleno regolarmente, ho riacquistato peso… ",GENERALIZZAZIONE
,,"tutto questo per dirvi di non mollare, tenete duro…passate sopra a qualsiasi situazione e non reagite alle provocazioni dei negazionisti o agli ignoranti che ti trattano come appestato. ",PRESCRIZIONE
,,Sono contento di stare insieme a voi e sono a disposizione per qualsiasi eventuale richiesta. ,COMMENTO
,"Ciao a tutti, positiva a marzo e insieme a me mio marito, mia mamma, e la mia bimba ricoverata a 11 giorni di vita e rimasta positiva per quasi 2 mesi. A distanza di mesi, permangono stanchezza, dolori muscolari, difficoltà di concentrazione, perdita della memoria, olfatto distorto ed episodi di fiato corto, problemi gastrointestinali, scosse alla testa… ma ci si convive, o almeno ci si prova. La cosa più difficile però sono le conseguenze psicologiche, la paura, l’ansia, il magone. La speranza è che nostra figlia non abbia strascichi dal punto di vista fisico, la fortuna è che essendo così piccola non si ricorderà di tutto questo, almeno lei! Un abbraccio a tutti.","Ciao a tutti, positiva a marzo e insieme a me mio marito, mia mamma, e la mia bimba ricoverata a 11 giorni di vita e rimasta positiva per quasi 2 mesi. ",DESCRIZIONE
,,"A distanza di mesi, permangono stanchezza, dolori muscolari, difficoltà di concentrazione, perdita della memoria, olfatto distorto ed episodi di fiato corto, problemi gastrointestinali, scosse alla testa… ",SPECIFICAZIONE
,,"ma ci si convive, o almeno ci si prova. ",SANCIRE
,,"La cosa più difficile però sono le conseguenze psicologiche, la paura, l’ansia, il magone. ",GIUDIZIO
,,"La speranza è che nostra figlia non abbia strascichi dal punto di vista fisico,",IMPLICAZIONE
